node,deg
293908,2
294499,2
232,3
354,32
407,11
711,17
834,6
1819,2
8880,78
11505,15
16455,5
139,5
153,5
154,9
1920,7
21962,4
22298,4
142,10
2017,2
9794,36
17240,4
24663,1
26051,5
26270,31
54826,14
70143,6
96331,9
124043,1
147,13
188,13
353,20
386,43
414,35
496,15
633,16
742,20
743,13
744,51
833,29
849,13
1127,14
148,12
149,4
214,3
215,3
235,3
624,5
671,3
1062,3
5473,3
5717,3
5740,3
16022,1
300,1
477,5
152,1
336,4
553,67
573,6
16651,1
17621,11
76216,7
76957,12
85936,6
156,4
1810,4
19364,5
20708,7
48019,15
158,2
159,3
22479,6
211570,4
212702,2
172,4
183,2
184,2
54269,17
199594,3
178,21
260,19
632,17
943,14
976,88
2097,11
2195,11
3176,1
3302,13
3303,11
3304,11
3305,15
3306,11
6249,61
95284,19
133455,6
133760,5
136465,5
150818,3
238395,2
238396,2
238397,2
181,2
548,4
621,2
187,2
8285,8
47917,1
189,5
200,13
7634,10
15943,9
106999,9
108963,3
198,3
3353,3
3354,6
3355,3
5735,9
14978,14
16086,3
16486,3
37492,1
45747,6
64751,3
140665,10
140666,14
143138,3
174163,2
216,2
217,31
218,2
23399,42
29073,26
39231,77
39237,18
40365,8
50869,76
52471,11
54809,5
66339,15
66340,12
71372,87
93177,36
143204,16
143937,3
146019,9
162492,9
162493,14
162494,8
162495,9
177636,18
195464,11
226177,7
230693,17
257274,29
264371,16
266483,16
288201,13
292309,13
295534,16
295535,17
303,1
221,2
1817,15
1818,2
223,3
676,8
1716,10
2485,1
251,1
236,4
237,1
4563,6
4564,2
135913,2
238,14
239,2
240,2
35265,22
45245,30
46697,21
47335,12
47336,12
47337,12
47338,16
47339,16
47340,16
47341,16
47342,12
49941,16
247,6
286,1
351,5
352,5
403,5
449,5
255,7
326,1
16382,2
111349,8
114471,9
120232,1
123450,8
172151,3
257,11
13262,28
43124,3
52521,5
81348,5
89630,7
102993,10
102994,14
102995,17
107145,11
111392,18
298058,1
258,5
2431,5
4260,18
4326,11
5499,4
259,3
371,1
405,1
873,1
1524,5
4966,7
12539,1
15802,14
23340,8
25272,2
266,1
268,6
313,2
314,2
2952,16
3883,1
5193,4
5373,2
269,44
750,45
2300,5
4059,65
5120,11
5295,83
6336,28
7433,42
7494,25
8479,9
9210,16
10095,67
10510,9
11705,29
12003,42
13034,42
14753,31
19134,81
19521,20
19904,25
20551,3
20623,9
21592,13
21656,6
26600,8
26601,6
29313,25
30877,57
32476,22
35917,18
36550,5
48537,41
58209,18
83825,4
93771,3
103809,4
111566,2
126648,4
146954,2
193213,5
218773,8
251517,3
298239,4
270,5
483,5
485,5
654,2
1232,1
2698,3
271,2
272,2
273,12
5107,26
24762,40
27829,17
41661,10
59804,20
83925,27
99544,12
99545,9
99546,17
101067,9
275,4
22434,4
22662,7
28488,4
29107,5
276,10
277,1
499,14
701,7
759,1
2133,55
2409,5
2489,3
2490,3
4995,2
281,3
282,2
323,2
139158,25
287,2
288,2
51351,1
26004,9
293,1
2191,6
9855,31
25576,20
29251,21
188663,3
1993,3
2294,1
3408,9
8572,6
10360,8
305,7
1968,4
2908,20
13734,4
16972,1
37550,3
40827,5
79974,3
309,4
318,9
319,4
320,4
321,4
315,3
21633,43
40078,2
44065,11
957,6
4896,3
4897,7
7144,2
7877,1
324,8
333,1
1491,1
15957,6
17466,8
51415,6
51416,6
51417,6
51418,12
359,4
5114,4
8233,3
338,6
438,8
529,32
611,2
612,2
2001,3
339,11
1259,1
2847,6
4130,14
8886,15
27773,17
33991,1
40024,28
58150,8
69979,12
144411,6
808,4
356,14
476,12
478,3
757,1
906,7
1017,2
1516,19
2170,1
8881,99
9130,23
38606,5
355,4
1596,45
3886,111
4944,3
60638,6
1341,18
1778,11
4329,2
4335,2
4371,13
4372,18
4384,15
4385,26
4534,17
6615,2
14791,1
360,19
798,15
1679,4
4337,6
6909,109
15350,15
16056,11
18045,27
21351,27
34742,7
35548,7
36304,1
36940,1
59663,1
99634,28
122614,12
209983,5
248983,5
284723,3
34801,47
44695,6
44696,16
47013,20
68285,3
71026,5
123282,16
146828,9
212415,5
381,1
382,5
1501,13
55789,1
56052,18
74971,1
1466,4
1746,4
4541,19
6816,23
6817,43
9169,22
12025,33
12605,40
15128,69
15129,109
16242,107
17623,24
18675,19
20557,14
21284,33
21285,14
21286,19
34283,17
34284,44
35721,23
44292,6
44293,11
49208,6
395,28
6062,19
9455,3
10190,19
11581,6
13529,12
13601,1
15824,17
16634,4
18873,38
18938,26
21299,32
23675,3
24339,15
27992,1
28641,21
65932,13
72350,48
83146,13
120253,1
123430,5
153924,4
182400,3
187258,18
194075,2
219992,2
240115,6
286152,2
289116,1
404,32
2479,1
2528,51
3527,3
3620,26
4325,63
6223,24
6729,43
6840,41
6975,3
9240,42
11240,3
11241,10
13226,101
13884,189
14962,23
15661,74
19023,5
19024,11
19199,46
19850,52
21425,41
23390,3
26263,2
27822,137
32562,2
41993,73
42324,26
65215,19
86167,39
86177,19
87356,19
2275,11
2566,15
2937,1
2964,1
6337,58
7207,94
8511,57
417,2
32677,9
107098,1
421,5
2494,1
6010,21
13341,14
13486,1
86124,8
424,1
1074,4
425,4
8975,44
188014,5
250596,10
250597,3
880,140
4706,7
5542,49
6533,27
9337,28
11648,29
19998,76
20688,59
20815,47
23836,59
29036,33
36309,45
41891,61
43315,58
43672,99
53147,57
55338,47
60018,42
63551,28
72652,75
75542,4
76521,45
117631,61
143459,42
179953,31
246869,35
285396,5
428,1
440,10
433,10
630,13
700,12
925,1
1959,4
2035,5
2164,4
2591,2
3730,7
7532,1
4615,2
4737,2
551,3
987,3
2062,3
3144,1
232325,8
439,1
1455,5
7155,21
9499,20
15017,6
15018,5
15019,5
33063,3
45587,9
48175,4
53503,2
442,36
835,6
1014,1
1175,3
1729,4
1751,1
1851,32
1905,21
2577,38
3905,1
3966,79
4375,8
5475,13
6333,2
6453,8
6735,107
6779,127
6822,13
6946,24
6999,18
7554,17
9002,11
11410,6
13310,33
14168,101
15516,1
23096,76
25114,21
26045,1
26626,143
27004,20
40969,39
44142,48
57163,2
64704,1
68282,1
454,1
678,2
455,2
4919,21
37934,22
456,2
2954,8
5893,62
460,1
702,46
461,1
208471,4
468,10
469,2
9377,7
12953,8
12954,5
12955,5
12956,5
22072,7
67408,1
77038,8
111834,4
313014,1
3063,3
5399,1
13689,3
17166,2
21527,2
3352,71
6012,6
8892,54
9442,26
9643,5
9925,10
23358,14
23505,12
26024,18
892,1
481,49
601,30
602,2
783,6
1953,103
3074,43
3123,29
3319,25
3684,24
4165,50
4454,4
4941,29
5828,16
6137,26
6769,11
6879,31
7581,22
7792,65
7797,43
11770,10
13052,12
13053,10
13054,12
13055,12
13056,12
13057,12
13058,63
13059,12
13060,8
13061,12
13062,75
13191,12
13251,21
13492,12
14155,5
18683,28
23627,30
25627,8
26556,49
30010,104
35252,12
35911,7
50939,8
50940,12
50941,81
66132,6
66133,4
84421,3
86440,6
482,4
484,4
605,4
606,6
918,4
919,4
920,6
921,4
486,6
1451,17
2754,4
3184,1
12235,1
86921,1
488,2
2301,12
13742,2
492,2
493,4
729,4
2905,9
7799,3
497,1
18985,15
9444,1
14185,93
22175,1
23067,21
43625,25
59049,27
65755,19
72084,1
92820,3
506,7
507,14
508,3
509,3
2607,13
5592,12
50795,7
64394,2
3137,30
3939,14
4451,19
5023,5
7264,9
7585,80
9203,15
10236,7
12227,4
15255,10
512,2
661,3
11566,11
517,30
12915,1
17025,1
17160,2
20677,3
21381,16
21528,2
27525,1
29139,1
57857,1
60459,64
65671,1
71838,3
71839,8
71840,3
78170,1
84563,1
85347,2
100960,1
102425,17
111007,1
116429,10
116430,1
118044,3
128286,6
130579,2
133097,1
143518,2
159289,2
198872,1
256553,2
518,2
581,1
62300,44
525,1
105481,4
886,12
967,3
968,3
1059,5
1106,2
3077,1
5424,8
6077,4
8257,1
8720,32
8889,167
9837,2
10117,4
10975,1
11349,4
12405,1
13637,36
14048,8
15033,1
18075,109
35264,1
43227,111
51236,15
62409,33
66368,29
68483,13
68484,17
537,1
665,29
541,19
542,1
5176,10
11765,10
13011,11
13562,26
14746,2
15495,3
17910,46
23781,8
23782,31
23783,8
23784,38
23785,8
23786,8
31097,14
31098,2
49070,77
60414,9
117957,7
543,1
697,3
545,6
546,2
547,4
1282,31
1308,2
1309,2
3363,10
652,4
145713,1
550,4
623,1
1847,2
3551,13
779,1
1352,2
2414,72
3536,3
3804,3
4001,3
5223,3
13850,92
14985,38
23662,71
26596,23
35716,7
35717,8
35718,8
35719,7
36579,14
36613,11
37655,72
42802,40
56036,121
62502,35
68740,87
71111,38
71201,17
73448,3
76272,30
76277,19
77058,46
77351,18
84846,27
86511,27
101329,6
101330,3
101331,20
102526,6
102527,6
102528,16
102529,14
102980,5
104425,8
111126,25
129892,52
135958,27
141855,12
141856,17
143243,18
143244,12
146825,32
152641,23
153730,16
156627,6
166028,14
168333,11
168334,41
168335,11
168336,11
168337,11
168338,11
168864,17
172026,20
172028,24
207298,12
210289,12
261512,5
293252,3
293253,7
564,8
755,5
1608,5
3118,8
3694,2
4505,8
4506,3
5255,3
5528,2
566,3
567,1
62028,3
62029,2
572,12
3425,5
7994,14
8109,26
8110,6
9682,5
9683,5
9858,101
9905,2
15412,1
15662,1
3142,3
29135,2
35632,2
584,1
585,15
2349,4
3322,12
6949,35
10169,5
13321,17
19177,29
19381,7
20441,5
30731,21
87145,3
93603,3
94863,4
96149,3
599,6
807,1
5290,7
12348,1
25380,51
30345,53
43139,30
975,30
1522,19
9818,50
10463,7
13856,5
13857,3
21926,3
25811,26
27720,28
30289,7
47343,6
49518,16
52681,6
54741,32
60580,26
61518,56
70437,1
72754,14
83929,9
86464,10
89979,23
163798,2
163799,2
170292,4
172341,3
172342,2
190265,4
20511,10
35881,14
618,2
684,1
2942,6
29954,11
628,4
1445,1
7544,3
7545,2
68021,16
11784,23
29455,20
35192,67
36957,17
37921,41
49635,23
49652,35
72740,57
83294,10
159148,27
223747,19
3172,13
7154,30
20917,6
20918,13
23121,6
635,46
679,4
1574,12
1869,15
2085,4
2787,47
2810,91
3447,1
3842,50
4119,42
4495,5
4690,5
6148,21
7200,5
8710,34
8838,37
9225,25
10587,10
11659,10
13436,48
13498,64
16305,37
16555,14
16693,17
22903,86
28957,7
37335,146
38033,7
41859,63
42398,75
59911,5
60160,5
64379,19
64971,5
73509,27
83806,15
104353,3
108463,3
199630,8
636,2
637,1
69247,15
647,3
42777,15
172107,5
181038,3
1144,44
1597,10
7497,2
169966,12
662,24
1879,2
1880,2
1927,10
2877,16
5288,8
11818,1
17615,16
35320,49
39434,24
39604,19
52380,35
72557,23
81592,37
93431,60
118007,33
125790,21
126325,28
168748,19
168749,11
181035,3
208668,3
210113,8
242426,3
847,8
2027,25
2571,167
2711,26
3331,39
3668,42
4460,44
4533,54
4749,42
5052,26
6086,3
6426,3
7008,53
7280,58
8074,31
8809,23
9836,8
11114,13
11425,26
11426,15
11427,22
12811,20
16996,96
16997,43
18280,30
18519,93
21570,70
666,4
2138,13
12210,1
63618,42
75797,6
668,6
669,1
5972,1
7161,5
7522,2
7626,2
7754,2
2670,21
42810,12
94162,2
820,21
1899,15
2415,8
3713,70
69865,2
677,2
4029,4
28692,2
977,13
1256,4
2805,47
681,3
1220,22
2346,6
31134,3
682,4
708,2
768,14
1563,1
2920,1
689,1
710,15
1300,3
1301,2
698,1
2655,2
16148,8
17891,2
73944,4
75264,4
2009,12
2682,53
6957,2
6958,2
2773,40
4613,19
4983,1
5438,18
5895,23
6090,11
8048,36
8076,16
9438,64
13087,26
13446,44
14557,1
14899,3
15385,56
16596,12
16879,5
17222,2
20347,1
21113,6
22431,36
28725,1
29758,11
30013,71
30621,3
31576,3
31577,29
31578,3
37204,65
44931,41
45581,13
55919,40
62301,13
73957,9
77636,7
89591,15
95424,43
99503,15
116259,26
132877,6
148512,21
149179,6
187691,5
8993,10
4039,3
4040,3
4139,13
4277,2
4278,2
32433,14
32434,2
123037,31
123038,13
137296,47
140203,40
144262,3
272842,33
272886,11
5767,117
12053,3
17791,5
18107,3
18281,1
18353,15
23258,19
26478,10
28005,146
28224,97
56279,19
72168,28
81953,1
82316,51
100259,3
143631,6
713,8
3374,69
31264,42
41439,32
42608,90
42819,9
53096,9
55439,89
70321,5
720,1
728,12
824,2
825,2
28495,14
86972,10
87619,11
87620,10
87621,10
88133,10
88134,10
88135,10
88136,12
88137,10
6990,12
730,6
2286,9
3242,32
4936,20
21560,2
734,4
1194,1
4330,1
29696,47
4408,7
5607,15
10573,17
10863,7
3893,74
4911,27
6989,60
9993,35
11936,12
12010,34
12017,9
18747,55
21155,45
21156,11
21641,11
27492,15
29573,21
42431,18
44782,81
60231,21
62461,42
63417,48
63995,35
67190,32
72908,43
76162,60
90225,25
93700,13
97516,91
101348,29
107695,23
131925,10
148995,1
157777,56
164998,28
166410,29
169866,22
170633,24
187423,25
212563,19
252229,17
255004,27
282156,16
748,5
2938,1
8264,1
8882,6
11357,1
14513,21
749,5
37456,11
78790,16
86318,84
130158,5
130159,5
2230,16
3043,71
3592,14
4819,11
4961,30
5930,4
7796,55
8005,29
8607,32
8947,19
13560,27
20517,84
32387,3
33605,36
33714,7
33829,6
40443,17
43120,42
50034,118
52235,29
57127,10
72382,2
86975,4
87026,31
96228,27
110899,2
123508,13
124005,6
145972,11
148942,43
160086,5
164140,3
176443,8
751,5
893,1
99122,32
103533,13
164968,4
164970,11
756,2
6571,6
760,3
799,2
856,2
101075,5
761,3
854,3
855,2
2004,3
764,9
765,3
2215,7
11305,39
22943,3
29903,14
43128,2
4985,5
5028,103
16809,18
94628,6
94949,18
125115,9
125549,4
239023,3
239024,4
239525,2
268052,1
776,1
1109,3
5221,3
14230,77
40041,15
46163,12
46684,3
786,2
900,11
15496,18
796,32
3420,178
3673,63
8078,13
9224,78
9436,16
9812,119
9938,24
12393,12
13356,50
13451,190
13505,15
16057,9
16393,128
16430,1
19032,14
19267,189
19633,6
23574,115
24046,58
26279,61
31074,50
33546,27
43996,26
50347,45
63360,2
91910,95
112848,61
141093,11
3621,16
3930,8
5503,10
6281,15
7842,1
16093,54
17556,4
18063,23
23714,5
64812,3
84317,2
153414,32
803,8
1180,2
1389,1
1860,9
1861,2
12834,1
164421,3
164422,3
169254,3
1028,1
1870,1
813,4
5277,1
11650,6
11651,2
12415,1
4082,4
5715,43
5776,55
6182,80
6250,15
11592,4
11620,3
13855,10
18528,48
19522,9
26597,5
29416,5
89682,2
229277,5
822,1
823,5
1587,1
2210,5
14717,76
30855,4
828,2
1427,1
4094,30
830,7
32166,8
45569,4
59685,1
122058,10
124806,15
138406,7
138423,9
4865,29
12685,19
22432,1
23164,1
24736,50
54181,2
158790,5
955,4
1073,4
14129,2
74743,33
6527,2
841,5
53669,2
53670,4
55476,2
118471,14
269419,3
843,4
8771,40
25073,11
71999,7
106665,2
3717,2
3718,55
5038,8
10135,3
850,5
29502,96
51008,25
58753,7
64209,3
86635,3
851,2
23822,3
49210,18
3559,3
864,53
1992,41
2786,37
3916,10
4766,29
4938,36
12271,45
13012,80
15574,47
16832,53
17501,141
18656,65
20177,42
20696,98
26766,93
26838,24
29316,70
29371,35
29382,66
31546,55
32741,7
35311,42
35712,50
38507,87
38508,129
40453,23
41707,26
44729,125
44753,53
49702,49
50338,61
60051,53
60130,31
60539,14
62410,39
65300,40
67245,47
67953,15
70460,51
86725,15
102494,45
112130,53
126008,15
128268,19
128269,15
128452,15
128453,15
129086,4
129087,4
266775,2
876,1
877,3
3814,11
10811,2
986,3
1049,7
1051,3
1945,73
3861,4
4448,1
5721,136
6005,28
6273,5
6532,110
7465,171
10064,61
10467,31
11567,133
11570,15
11652,93
12021,39
14385,25
15344,88
16103,67
16276,78
17099,8
18246,151
19088,24
20384,18
21765,115
21835,133
23737,106
24435,69
25711,10
26168,40
26192,38
27208,25
27250,47
27286,95
27297,84
29897,75
31678,50
31959,10
32757,27
34975,112
37385,6
37872,3
38842,52
39968,66
40238,29
42803,38
43214,55
43403,65
45962,115
50105,45
51230,127
52466,16
53378,37
56080,9
56317,51
56318,28
57655,9
59032,50
63579,73
64530,43
66604,12
67886,23
70587,12
74826,34
76561,32
78484,40
79464,8
83588,36
84264,36
86014,34
90470,3
93511,39
97085,7
97782,29
100442,15
101664,4
101665,4
101896,55
102603,13
106113,18
116117,65
116118,26
119249,10
122219,28
124905,13
128834,84
130913,33
137837,10
141512,39
143815,3
147612,22
147975,13
158684,10
158934,8
161169,21
168046,8
169452,10
169453,4
178543,12
179613,37
204063,1
208222,12
214369,30
214631,25
221434,8
221435,2
227354,26
231463,11
231874,11
252704,9
267073,10
268881,6
275283,10
287007,12
316007,7
316497,4
885,45
953,1
1441,1
2556,2
2616,3
5303,39
5549,6
5550,2
8842,135
12558,7
15230,4
15231,4
16166,4
23903,30
24236,18
36392,30
42463,15
42464,40
67556,62
75790,39
97286,44
97287,121
121855,82
138940,16
162164,17
162165,55
162166,20
162167,13
162168,40
162169,26
162170,13
179981,26
205543,16
218251,36
230129,15
230130,13
238051,32
252865,1
257169,15
260627,36
261284,21
263014,23
287583,18
287584,15
287585,18
287586,18
2962,138
4610,8
8752,19
9567,17
10668,33
14221,42
888,3
15750,1
23215,1
47671,7
897,12
3444,1
9054,6
10454,2
10681,2
12904,12
17209,16
17581,7
17582,7
18230,1
18383,7
899,6
3326,3
4243,2
11048,3
50074,6
78340,2
6945,7
8000,36
9994,21
17349,33
19670,1
21974,8
25383,5
28342,37
31297,6
35720,5
901,1
13632,3
8314,2
11494,6
13540,115
21166,11
910,4
8320,18
13640,5
15510,4
16383,6
911,2
1233,21
3185,1
913,10
914,1
1157,15
1278,8
1285,8
1286,8
1287,8
1288,8
1289,8
1290,8
1660,1
915,41
4477,28
4708,84
4968,4
4969,12
4970,11
5582,4
6055,61
6295,34
6436,3
7252,3
10629,45
13143,3
14430,37
15375,7
16575,4
24935,15
30127,4
30189,1
37893,14
38343,2
38344,2
40297,3
46395,15
49853,4
64557,64
66657,5
88879,5
106256,57
125531,31
128661,3
136214,3
138447,8
184606,113
190421,1
200098,1
200808,1
202151,2
274680,2
312238,3
2423,1
43127,6
926,3
15154,1
28643,7
131219,23
928,2
20157,4
26893,3
930,58
3433,2
3813,90
4342,26
5007,3
5727,25
5985,41
6061,8
6641,37
7166,55
9066,9
10388,26
11458,23
11459,2
12969,1
13271,2
13577,11
15269,20
16870,36
18893,17
19303,34
21346,1
21651,25
23242,10
23844,11
26070,83
26424,33
26896,18
28357,43
28905,20
34704,1
36236,40
41809,18
45136,9
50379,10
53905,20
58133,13
66647,17
73020,22
77241,5
83369,11
87774,11
87775,19
93888,24
94868,16
118553,12
120837,1
121336,14
131337,17
148571,22
179653,38
180337,32
209957,2
235260,12
303570,6
931,1
5790,5
932,4
1100,1
49822,6
99725,3
99726,3
938,3
63428,22
66142,14
166137,3
941,3
942,12
959,3
1058,44
6071,22
14096,20
21631,19
23882,48
27221,59
51187,39
194922,15
945,2
1122,1
60048,11
1468,3
1586,3
958,3
1093,5
1147,3
3017,2
3018,2
963,3
117537,3
153404,1
964,3
13999,46
34260,5
108582,1
2053,12
5004,79
5487,3
13970,27
15797,38
19862,116
23136,14
23508,3
23509,13
23510,3
37736,12
51663,17
114844,6
2002,1
2352,35
2873,23
8307,2
9914,19
13549,4
14098,4
14242,2
15573,5
18883,24
19138,8
20293,2
23195,1
24418,102
24419,11
25131,1
26429,3
29465,4
29489,9
30445,9
30880,5
32682,2
34495,2
34834,2
36855,6
39302,12
39303,3
39304,3
39910,26
40329,1
41961,45
46269,9
46388,1
52964,1
52965,5
52966,3
73708,41
79108,4
79109,1
79110,8
82625,5
89671,9
105878,44
117915,21
134604,4
134605,7
134606,1
134607,2
134608,7
151629,18
151630,6
151631,1
151632,10
151633,10
166378,3
169463,1
169464,31
182949,9
187676,16
187938,4
190964,6
214232,4
238233,17
238394,3
239834,7
239835,5
239836,5
256915,9
257027,12
268326,5
268327,6
268328,3
288787,9
289872,4
293027,5
299903,10
312271,11
8433,15
11749,5
11760,2
13007,59
19606,14
21825,42
56438,6
89672,55
102265,2
168029,21
982,21
5785,3
6433,186
7560,20
8689,11
9943,18
12318,1
14433,44
15404,9
15534,2
18926,8
18927,9
18928,9
21327,36
21486,4
32708,97
40463,1
40464,12
46507,54
983,2
984,2
985,6
13969,5
14345,38
241763,1
1375,1
997,2
998,8
999,3
1602,1
3080,54
3920,7
8787,2
17511,8
56114,1
2583,1
1007,2
6537,39
193302,2
1025,4
7071,52
205682,16
205683,17
1030,2
1080,3
38090,2
1031,1
1033,1
1034,13
4759,17
58959,16
87950,12
87951,13
88557,12
88558,12
88559,12
88783,12
89123,13
89124,20
89125,12
89126,12
1044,1
5945,161
1045,11
1123,2
77110,35
97459,14
101241,28
173275,32
207188,12
225421,33
256418,45
288024,14
294062,29
1047,2
1050,2
2243,6
1052,3
2757,69
2758,2
2918,1
1057,18
57779,1
63543,11
80422,25
91854,6
91855,3
121265,4
146227,8
146228,2
146809,23
150667,2
150668,2
152633,12
164763,20
219324,4
225313,8
245321,2
311886,4
312172,4
3400,17
4581,1
4989,47
5759,1
6583,10
6947,29
7361,2
8472,1
8724,12
9531,94
11273,13
11935,11
13213,8
14916,89
15678,23
19524,12
24351,2
24352,19
25062,35
28223,11
32354,10
34144,6
40140,21
41231,46
42325,2
44823,1
50153,97
51186,21
65351,5
67739,70
91865,12
91866,35
91867,2
93381,3
99957,7
126444,3
154850,23
1689,5
1690,4
1691,4
1061,1
3936,2
1262,2
1263,2
1066,3
45419,55
117257,59
233666,24
1077,2
1078,19
1079,2
17039,38
18522,96
31744,46
32459,23
69314,24
70219,30
107478,22
107516,21
119827,17
119828,17
119829,17
119830,17
119831,17
119832,17
119833,17
119834,17
123665,20
2328,1
4047,1
1092,2
1150,2
1095,13
3213,19
3976,1
3986,27
12505,14
17247,94
26011,80
29982,38
33298,27
41755,62
41986,57
53278,28
57398,47
292271,3
1105,3
11845,1
17224,7
39085,27
1759,1
9973,8
10456,5
1111,25
1479,2
2214,2
3032,5
3216,15
7705,1
8007,19
8324,6
9206,13
18291,3
27498,7
49879,50
76028,5
97530,4
98055,14
102844,12
124355,6
138916,7
180346,4
196016,19
197880,4
218674,2
219357,2
224091,2
227752,2
1112,6
1584,19
1840,5
1933,2
1934,2
2145,2
75170,1
1115,10
10746,5
26607,24
99806,5
158500,3
196451,8
200272,19
271197,1
276471,4
285253,6
1120,1
1121,12
10374,38
22393,7
60650,7
68828,4
84362,5
90262,19
221160,3
223779,2
1126,13
5068,49
5069,11
6484,32
14755,31
23981,29
26839,4
26971,4
30658,5
76483,12
1138,7
1172,1
33007,5
57942,4
61945,28
112379,11
150242,2
204888,2
1141,5
2271,6
4024,16
13263,99
21267,3
21268,32
1417,1
2088,20
2699,17
4794,9
5699,1
10745,40
11552,79
11786,78
16852,20
27943,44
35244,92
37314,14
39673,6
41612,6
43355,2
48530,27
51803,19
54142,71
83511,1
84644,40
136859,3
139579,17
148552,9
157756,19
168999,26
174414,31
174415,13
175216,7
191810,7
218417,4
262039,7
291263,6
299384,6
1149,2
180452,13
290351,2
1152,7
1891,1
4999,12
6334,14
11649,7
55123,29
70228,27
74103,1
1264,7
1265,7
1266,7
1357,7
1358,7
1359,7
1163,7
1469,1
22584,4
22655,4
22656,7
22937,4
97444,17
169001,7
1166,3
104061,22
250316,6
272878,8
1167,3
3056,2
3790,1
4223,3
1168,16
2368,19
9773,42
12657,11
88150,25
88853,15
92482,13
93059,32
113868,6
113869,7
128204,3
148269,3
148270,3
153953,1
155014,13
258631,3
258632,2
1416,1
1191,23
5372,48
6231,4
6232,30
6649,81
8549,7
11006,2
11995,7
20486,4
20571,5
39452,61
41988,8
54143,1
59690,27
65249,28
71993,1
77302,3
77845,16
79661,12
84691,2
85182,14
85816,3
91457,7
202365,4
1207,1
1535,4
1218,2
1727,4
1826,8
1238,6
6613,16
20473,14
21049,4
21420,4
26258,24
35367,31
35368,10
39090,78
70600,3
86169,2
91107,25
92216,19
98512,1
147394,4
228798,18
309169,2
1225,24
1244,54
6744,34
6745,9
11289,24
11298,1
11511,30
12110,151
14402,39
15895,1
15934,28
23621,73
23622,5
26543,2
26998,2
31878,16
40052,44
88293,26
121933,4
212054,5
217183,18
219259,5
231011,4
247990,34
5106,22
5425,22
9980,10
11685,31
15833,30
17771,29
36799,91
39987,3
59949,31
81007,8
98210,7
117979,3
117980,27
147071,4
189796,2
212995,24
289728,4
298937,5
1235,5
1893,7
6535,41
16910,1
29172,1
58600,1
2287,4
43201,34
197533,1
1252,1
1828,1
2836,95
3218,1
3232,2
6116,26
6959,61
