node,deg
2325,1
2326,6
2327,2
2328,0
2329,23
2330,0
2331,0
2332,0
2333,5
2334,0
2335,4
2336,0
2337,2
2338,2
2339,0
2340,1
2341,11
2342,0
2343,1
2344,7
2345,0
2346,0
2347,7
2348,1
2349,8
2350,3
2351,1
2352,6
2353,1
2354,18
2355,2
2356,2
2357,1
2358,0
2359,1
2360,5
2361,1
2362,5
2363,0
2364,0
2365,4
2366,0
2367,0
2368,2
2369,2
2370,0
2371,0
2372,5
2373,4
2374,1
2375,3
2376,0
2377,0
2378,2
2379,4
2380,3
2381,1
2382,1
2383,8
2384,0
2385,2
2386,0
2387,0
2388,1
2389,0
2390,6
2391,0
2392,12
2393,4
2394,4
2395,5
2396,0
2397,5
2398,9
2399,2
2400,5
2401,5
2402,2
2403,1
2404,2
2405,1
2406,2
2407,1
2408,0
2409,4
2410,5
2411,111
2412,2
2413,0
2414,1
2415,2
2416,0
2417,0
2418,0
2419,0
2420,1
2421,0
2422,2
2423,0
2424,1
2425,2
2426,2
2427,2
2428,1
2429,4
2430,0
2431,6
2432,0
2433,1
2434,1
2435,2
2436,3
2437,0
2438,7
2439,1
2440,5
2441,0
2442,0
2443,4
2444,3
2445,0
2446,0
2447,9
2448,0
2449,0
2450,0
2451,2
2452,1
2453,4
2454,0
2455,1
2456,0
2457,7
2458,11
2459,0
2460,0
2461,0
2462,2
2463,1
2464,0
2465,3
2466,0
2467,9
2468,1
2469,5
2470,7
2471,1
2472,0
2473,1
2474,1
2475,3
2476,0
2477,0
2478,0
2479,1
2480,2
2481,3
2482,0
2483,0
2484,6
2485,0
2486,1
2487,0
2488,0
2489,0
2490,4
2491,0
2492,1
2493,2
2494,0
2495,1
2496,1
2497,0
2498,6
2499,0
2500,1
2501,1
2502,1
2503,7
2504,2
2505,2
2506,1
2507,0
2508,0
2509,1
2510,1
2511,0
2512,1
2513,1
2514,1
2515,0
2516,1
2517,0
2518,1
2519,0
2520,1
2521,0
2522,1
2523,3
2524,1
2525,2
2526,6
2527,4
2528,3
2529,0
2530,0
2531,15
2532,2
2533,2
2534,1
2535,1
2536,8
2537,0
2538,4
2539,7
2540,0
2541,4
2542,7
2543,0
2544,1
2545,1
2546,1
2547,2
2548,3
2549,3
2550,4
2551,2
2552,1
2553,1
2554,1
2555,0
2556,0
2557,6
2558,1
2559,1
2560,2
2561,2
2562,0
2563,0
2564,2
2565,0
2566,6
2567,1
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,2
2575,7
2576,2
2577,2
2578,0
2579,1
2580,2
2581,1
2582,8
2583,0
2584,3
2585,0
2586,1
2587,0
2588,5
2589,1
2590,1
2591,1
2592,3
2593,1
2594,2
2595,2
2596,0
2597,3
2598,4
2599,1
2600,7
2601,0
2602,0
2603,3
2604,3
2605,12
2606,0
2607,2
2608,0
2609,2
2610,3
2611,1
2612,3
2613,0
2614,5
2615,1
2616,4
2617,0
2618,0
2619,2
2620,2
2621,2
2622,0
2623,2
2624,0
2625,2
2626,1
2627,1
2628,0
2629,8
2630,1
2631,0
2632,0
2633,2
2634,5
2635,4
2636,1
2637,2
2638,2
2639,3
2640,3
2641,2
2642,0
2643,2
2644,3
2645,6
2646,0
2647,4
2648,0
2649,0
2650,1
2651,2
2652,2
2653,2
2654,0
2655,1
2656,0
2657,0
2658,0
2659,0
2660,0
2661,3
2662,1
2663,7
2664,0
2665,2
2666,0
2667,1
2668,1
2669,0
2670,1
2671,0
2672,0
2673,2
2674,5
2675,1
2676,2
2677,1
2678,3
2679,1
2680,3
2681,4
2682,0
2683,1
2684,2
2685,0
2686,23
2687,0
2688,2
2689,1
2690,0
2691,0
2692,1
2693,3
2694,0
2695,1
2696,0
2697,1
2698,1
2699,1
2700,6
2701,5
2702,3
2703,4
2704,0
2705,7
2706,8
2707,1
2708,9
2709,3
2710,10
2711,1
2712,1
2713,0
2714,1
2715,0
2716,2
2717,6
2718,5
2719,5
2720,3
2721,3
2722,1
2723,2
2724,1
2725,1
2726,0
2727,3
2728,2
2729,8
2730,3
2731,1
2732,7
2733,4
2734,2
2735,11
2736,9
2737,5
2738,3
2739,0
2740,0
2741,8
2742,2
2743,2
2744,1
2745,2
2746,5
2747,4
2748,1
2749,1
2750,0
2751,2
2752,1
2753,1
2754,0
2755,10
2756,8
2757,16
2758,1
2759,9
2760,1
2761,2
2762,4
2763,0
2764,0
2765,6
2766,12
2767,0
2768,2
2769,1
2770,1
2771,0
2772,1
2773,2
2774,2
2775,2
2776,1
2777,5
2778,2
2779,0
2780,2
2781,1
2782,1
2783,1
2784,4
2785,2
2786,2
2787,0
2788,3
2789,1
2790,8
2791,4
2792,2
2793,1
2794,6
2795,0
2796,1
2797,0
2798,2
2799,2
2800,3
2801,0
2802,0
2803,2
2804,5
2805,1
2806,0
2807,14
2808,0
2809,0
2810,0
2811,2
2812,0
2813,5
2814,0
2815,0
2816,1
2817,0
2818,0
2819,0
2820,4
2821,6
2822,1
2823,3
2824,2
2825,0
2826,5
2827,0
2828,0
2829,1
2830,2
2831,5
2832,0
2833,0
2834,5
2835,1
2836,4
2837,0
2838,10
2839,0
2840,2
2841,2
2842,0
2843,4
2844,1
2845,1
2846,0
2847,0
2848,0
2849,0
2850,1
2851,0
2852,1
2853,3
2854,1
2855,3
2856,1
2857,0
2858,3
2859,2
2860,2
2861,3
2862,0
2863,10
2864,0
2865,4
2866,1
2867,1
2868,1
2869,2
2870,0
2871,5
2872,6
2873,7
2874,1
2875,2
2876,39
2877,0
2878,3
2879,1
2880,2
2881,5
2882,0
2883,2
2884,0
2885,3
2886,1
2887,1
2888,6
2889,4
2890,0
2891,0
2892,1
2893,9
2894,12
2895,1
2896,1
2897,3
2898,2
2899,0
2900,0
2901,2
2902,0
2903,4
2904,1
2905,6
2906,0
2907,8
2908,2
2909,1
2910,7
2911,5
2912,0
2913,2
2914,0
2915,3
2916,3
2917,0
2918,4
2919,1
2920,8
2921,0
2922,1
2923,0
2924,2
2925,11
2926,7
2927,1
2928,4
2929,5
2930,3
2931,6
2932,11
2933,4
2934,1
2935,5
2936,4
2937,0
2938,0
2939,0
2940,1
2941,1
2942,5
2943,2
2944,0
2945,2
2946,1
2947,3
2948,1
2949,1
2950,6
2951,4
2952,1
2953,4
2954,0
2955,6
2956,3
2957,1
2958,3
2959,2
2960,0
2961,4
2962,1
2963,5
2964,3
2965,0
2966,6
2967,8
2968,1
2969,1
2970,0
2971,0
2972,2
2973,1
2974,3
2975,1
2976,4
2977,6
2978,3
2979,1
2980,0
2981,3
2982,1
2983,0
2984,9
2985,3
2986,0
2987,1
2988,3
2989,4
2990,4
2991,4
2992,1
2993,0
2994,6
2995,0
2996,0
2997,0
