#nodes
100000
node,node
196,41566
196,47814
196,54873
196,59981
196,62984
196,65230
196,68838
196,83986
196,89706
196,92416
196,96137
196,98333
196,98708
197,34574
198,49119
198,92040
198,93776
202,81467
203,22829
203,35748
203,37957
203,49676
203,78128
205,95301
207,18274
210,47611
210,98053
211,32719
211,69033
214,17406
218,27338
220,23506
220,97148
222,31523
223,344
223,31183
223,55567
223,79112
226,1354
226,47371
226,58977
228,9748
228,25443
229,49835
229,93821
230,64959
231,5652
231,68007
231,74589
235,34043
235,66904
236,40420
236,70628
236,71201
237,17425
237,82094
238,46230
239,57429
239,87975
240,46592
243,24270
245,30833
245,57710
245,66163
245,81066
250,47876
253,5921
253,39658
254,59522
255,88955
257,53125
264,6828
264,7413
264,15043
264,35421
264,40496
264,43348
264,55786
264,61909
264,63923
264,72975
264,75059
264,76029
264,86133
264,93636
264,96969
266,2572
266,16745
266,38061
266,60964
273,70524
273,85097
275,13469
275,18226
275,28944
275,37590
275,41613
275,43768
275,58578
275,69346
275,79836
276,15133
276,24898
276,28485
276,35151
276,55168
276,75401
276,99143
278,5985
278,6717
278,7091
278,15763
278,29636
278,31377
278,45364
278,63277
278,86462
279,1823
279,86613
283,92436
284,5623
285,77564
293,34666
293,67147
293,87522
295,5324
295,71865
295,82198
296,56043
297,67041
298,99435
301,21090
302,64273
302,67395
304,21939
304,50075
304,67197
304,80692
307,65438
309,9185
309,20539
309,78221
309,95725
311,7734
311,99588
313,21652
315,2329
315,4240
315,4618
315,5688
315,15531
315,23268
315,27178
315,31066
315,31353
315,35397
315,47148
315,53766
315,69549
315,72945
315,74420
315,76624
315,78499
315,87433
315,98966
315,99701
318,49888
319,8554
319,14063
322,15172
322,39804
322,67231
325,26115
325,26429
325,52795
325,77416
325,80864
325,91378
328,35775
328,49211
340,13355
340,21384
340,28959
340,29815
340,36220
340,38964
340,45802
340,81433
340,83567
340,91529
342,47953
344,8590
344,25412
345,46616
347,53495
351,25472
352,70653
352,99079
354,10577
354,39218
354,42088
354,69903
354,74903
354,75836
362,31614
362,40285
362,45188
362,67752
362,69907
362,72562
364,12608
365,7554
365,77434
367,33782
367,57297
367,67659
367,80269
369,1315
369,17300
369,27790
369,44803
369,55704
369,63799
369,68772
369,77144
369,90771
369,95992
374,35713
374,42730
374,53170
374,87519
376,7480
376,13531
376,23375
381,80714
381,99725
383,55259
383,58693
385,74710
387,33205
388,33553
388,49173
388,77667
388,95716
389,25789
390,71335
392,83960
397,23945
397,33528
399,14744
399,16380
399,39727
399,69297
399,72776
399,72805
399,76939
401,3158
401,33060
401,38179
401,70987
401,77120
402,4823
402,95872
405,16182
405,68967
407,94441
412,33772
412,61887
412,96845
414,4536
414,17361
414,63810
415,2994
415,77144
416,78639
416,84142
425,13947
425,28113
425,33680
425,34666
425,36437
425,43947
425,57701
425,73586
425,73879
425,81550
425,86814
425,91756
425,94434
427,12051
427,13694
427,74204
429,35985
429,46481
430,91264
430,99607
432,8240
433,56181
434,5458
435,50867
437,7735
437,96224
438,1293
438,82176
438,87010
438,87811
438,99296
439,29337
444,94271
447,50331
448,58593
448,66140
451,89475
452,2845
454,67989
455,15807
455,76613
456,50680
456,93897
457,75348
457,90922
463,50792
463,82210
464,3582
464,10940
464,13106
464,38461
464,73766
466,87396
469,27158
475,47043
475,65284
476,46493
476,90140
476,92496
477,65545
477,79781
477,93391
478,8331
480,51798
481,7899
483,81793
484,63211
486,92674
487,90580
488,68656
488,76349
488,85673
490,27241
494,45876
495,25098
495,88159
497,80494
497,91286
503,23149
503,35210
503,56978
503,93567
508,3002
509,4330
513,50587
515,38856
515,46057
515,70425
515,92885
517,4246
517,21663
517,28464
517,29102
517,58487
517,82388
522,5597
522,12776
522,54686
522,98165
524,83695
527,27090
529,14055
529,15130
529,32671
529,60465
529,85808
529,93744
530,10993
530,25324
530,25636
536,19182
537,29048
542,10699
542,33644
542,55185
542,56463
542,94945
544,93857
545,33332
545,57645
545,84062
548,24283
550,7570
551,16641
553,19622
553,47696
553,89820
559,6944
559,40800
559,60673
559,68349
560,66516
560,82293
560,98591
562,37407
562,45459
562,47148
562,81048
562,87670
562,88161
563,54927
563,56697
570,83066
572,15567
572,35267
572,45976
573,62120
574,9297
574,28948
574,29531
574,67625
574,74043
575,29599
575,50698
575,98560
576,56492
576,69082
576,70218
576,81894
578,2402
578,73846
578,76415
579,21201
580,3731
580,31372
580,43774
580,67647
582,6618
584,88338
586,12011
586,29858
588,10720
588,12603
588,13319
588,44846
588,84246
588,89884
589,42120
590,6406
590,39039
591,19594
591,89339
591,89985
592,2875
600,15237
600,20888
600,68765
600,83607
601,74653
604,637
604,1391
604,52261
604,86369
605,2855
605,14461
605,77014
605,95218
606,10938
606,28490
606,62639
606,87282
607,3989
607,9688
608,18715
608,75550
610,61145
612,79017
616,20332
616,21611
616,73739
616,91523
618,19890
618,72463
619,25844
619,45965
619,52670
619,64399
619,72242
619,76362
620,64127
620,72462
621,46935
621,49013
630,52575
630,56876
631,43522
631,53960
631,58269
633,10206
637,41630
637,86369
641,38135
643,5034
643,34542
643,54454
643,94264
646,10443
646,17101
646,18122
646,29187
646,44993
646,48212
646,48765
646,59169
646,59656
646,73980
646,94408
646,99430
647,48274
650,38312
651,57102
653,11723
653,56584
653,97503
654,93735
656,1296
660,69385
662,23142
662,38464
662,38893
662,65070
662,67760
664,51977
664,67080
669,92450
669,94851
671,7642
675,77888
677,5692
677,15093
677,50735
677,92423
680,6259
681,40977
681,66600
681,84142
681,84960
684,20314
684,50276
684,54182
687,57519
688,3275
688,42421
688,74515
688,81240
690,35304
690,63736
690,72147
692,13067
692,29505
692,50224
692,69077
692,88477
692,96416
693,32731
702,86939
704,39931
704,64975
705,46886
710,26048
710,53744
710,89847
711,56085
713,3792
713,83984
715,1063
715,55864
715,82900
715,89779
716,18955
716,26389
716,86501
718,34616
718,94521
718,98113
721,24310
722,41724
723,11993
723,27191
723,27507
723,32755
723,40740
723,49846
723,51622
723,52027
723,72634
723,82722
723,83567
723,86959
728,6765
728,76372
729,5549
729,71252
730,22848
730,44480
730,89419
735,1582
736,30466
737,11536
737,72600
739,3155
739,11279
739,17141
739,38755
739,39834
739,41969
739,64887
742,41920
746,43682
746,62730
746,81240
746,97658
751,55870
752,7636
752,35906
752,67941
752,69636
757,3966
757,31878
758,87094
762,8401
762,14776
762,29831
762,34410
762,35989
762,41797
762,47214
762,49430
762,61754
762,66854
762,81610
762,85266
765,11234
765,58361
767,89472
768,1591
768,21521
768,65270
771,9528
771,12915
771,72544
772,53081
772,54373
774,5922
775,57359
777,1054
780,6828
780,13934
780,22667
780,24681
780,50747
780,54790
780,60638
780,62141
780,65571
780,70517
780,75388
781,33060
784,2216
784,72521
784,99956
787,11091
787,73796
789,65397
789,91181
791,89999
792,24699
795,89212
798,52335
798,64718
798,68832
798,76807
799,21394
800,24201
800,71105
801,96189
802,29058
802,44411
804,19484
804,47543
806,71574
809,28330
810,17406
810,31642
810,37035
810,53612
813,88365
814,28886
818,27789
818,75940
824,8348
824,65412
824,91497
824,95279
826,5817
826,13343
826,19582
826,26977
826,40980
826,47611
826,53124
826,82502
826,97489
832,72579
833,50187
834,40084
834,88209
835,32536
835,63778
837,92808
842,24719
842,67535
843,89556
854,56707
854,59058
855,27876
855,41062
856,16293
857,2481
857,10809
857,11612
857,20819
857,39817
857,69733
857,74005
858,12684
858,54049
858,82178
859,41135
862,45427
864,60450
865,20807
865,99172
866,5736
866,8595
866,22373
866,37925
866,40291
866,53766
866,87730
866,90818
867,12317
867,96006
875,13749
875,14740
875,23318
875,24727
875,46435
875,57345
875,67585
875,68790
875,70692
875,72814
875,82410
875,94698
875,95402
875,96207
875,96779
877,1983
877,4619
877,80200
877,96224
882,50077
884,31549
884,61154
884,73345
884,97414
885,13375
886,34801
887,67362
887,92472
888,6867
888,21547
888,28693
888,29845
888,45881
888,52831
888,74558
888,78124
888,79631
888,81502
888,84585
888,85396
888,86606
888,88642
889,2447
890,60858
890,88064
891,63678
891,75053
892,7370
892,16887
892,67023
892,89007
894,19223
894,66931
895,91882
896,4931
896,15344
896,66755
897,17549
905,20884
906,55835
906,71966
906,87833
909,12603
909,17204
910,41377
910,54584
910,59627
913,4133
913,14953
913,29756
913,39817
913,49096
913,76488
914,34983
914,90856
916,86107
917,48864
918,3227
919,36474
922,72744
922,88897
924,62782
924,83818
926,15025
926,57875
926,78153
933,24320
935,17105
937,23970
937,45739
937,60993
937,81586
937,82346
937,86684
937,88467
938,84424
938,94573
946,72061
947,4068
947,15344
947,47195
947,55947
947,64856
947,71260
947,71773
947,74082
947,75472
947,97160
947,97409
948,41308
950,9980
950,53989
950,58368
950,63570
950,89671
950,91408
954,27625
954,79272
956,34899
958,64731
960,26607
960,39148
969,18400
971,9612
972,344
972,12086
972,32453
975,70990
978,82266
979,16599
979,27641
979,31353
979,41519
979,53184
979,65430
979,72698
980,27484
980,32497
980,65876
980,75259
980,79118
980,95483
982,66414
983,15025
983,77822
983,85707
985,23976
986,5971
986,60147
986,92731
986,94323
990,49693
992,35304
992,35906
992,69291
992,78124
992,80665
992,92590
994,28465
994,34652
994,69286
995,6120
997,27117
997,69629
997,86052
998,53679
998,99561
999,62535
1000,40510
1000,92249
1004,87113
1005,66026
1006,73991
1007,43398
1009,22124
1009,25769
1009,27586
1012,33998
1012,60302
1012,77724
1019,24014
1019,26191
1019,37021
1019,43443
1020,36061
1020,88992
1021,36976
1021,40209
1021,56529
1022,42031
1022,99980
1024,21763
1024,34094
1024,44535
1024,51752
1024,84725
1028,20930
1028,62371
1028,73456
1028,81062
1028,88399
1028,99484
1029,44154
1030,29072
1032,8436
1032,83656
1034,34447
1035,31276
1037,65210
1037,67434
1043,77225
1048,55615
1048,78170
1050,37939
1050,89323
1050,99772
1056,7591
1061,79412
1063,4943
1063,17619
1063,33100
1063,44662
1063,62313
1064,1453
1064,2766
1064,4300
1064,9130
1064,11764
1064,25962
1064,26843
1064,27969
1064,28938
1064,29493
1064,31074
1064,32171
1064,35645
1064,36432
1064,40046
1064,40449
1064,41573
1064,41756
1064,44120
1064,46689
1064,48765
1064,50091
1064,57373
1064,62573
1064,68476
1064,80973
1064,81101
1064,82415
1064,82888
1064,85252
1064,86994
1064,87557
1064,89712
1064,95301
1064,98393
1064,99248
1064,99929
1065,80571
1066,8392
1066,56637
1066,60697
1066,75987
1066,77958
1066,78500
1066,96041
1067,11008
1067,24524
1067,30622
1067,32058
1067,37713
1067,50409
1067,61125
1067,74231
1067,74662
1069,62921
1070,44023
1070,62480
1071,97226
1072,26827
1072,41785
1072,98404
1077,93903
1078,35513
1078,69230
1079,15603
1079,49712
1082,21610
1082,40092
1086,41614
1086,61339
1086,61814
1089,593
1089,95448
1090,57058
1090,79955
1092,1637
1092,31094
1092,39164
1092,60140
1092,69138
1101,24009
1103,95953
1106,55101
1106,78399
1111,23930
1111,89985
1111,90678
1112,9320
1112,21212
1112,27699
1112,52616
1112,67995
1112,75085
1112,81229
1112,86961
1114,77777
1118,6018
1118,73897
1118,98929
1118,99560
1119,24549
1120,9351
1120,31422
1120,63916
1125,65559
1127,49766
1129,211
1130,85865
1131,688
1131,9130
1131,17142
1131,41835
1131,45119
1131,60896
1131,78957
1133,28009
1134,4523
1134,52599
1134,60375
1137,35251
1140,20739
1140,45084
1140,84589
1141,76581
1144,41114
1145,2732
1145,74007
1146,5169
1146,63028
1146,84032
1148,5277
1148,27228
1148,81558
1148,82022
1148,93202
1151,56707
1152,76220
1155,39461
1155,72784
1158,35232
1158,83930
1160,10583
1160,13715
1160,18945
1160,51518
1160,53249
1160,56546
1160,86420
1160,92156
1163,34441
1167,89851
1167,92496
1168,68787
1170,69538
1170,71142
1170,78207
1177,42591
1177,78776
1177,83034
1180,21224
1180,70507
1183,2559
1186,28355
1186,39204
1186,68852
1186,72287
1188,26405
1188,34243
1188,42033
1188,53799
1188,64038
1188,71647
1188,77520
1188,83163
1188,89435
1188,95175
1188,96301
1192,7244
1192,42764
1192,50245
1192,70760
1195,16329
1196,34365
1196,35312
1201,71580
1204,6835
1204,17172
1206,76162
1208,77358
1208,85460
1208,97680
1209,28488
1209,28587
1209,49477
1209,61490
1209,74801
1209,75827
1211,5502
1211,9428
1211,16363
1211,27642
1211,43671
1211,52929
1211,54259
1211,69317
1211,87323
1217,39186
1218,96458
1219,75441
1219,91419
1220,73036
1223,33156
1223,52344
1223,71218
1224,14441
1224,14518
1224,24998
1224,33201
1224,35683
1224,45133
1224,56838
1224,58053
1224,72956
1224,73597
1224,95085
1224,95168
1226,36172
1226,59592
1229,36948
1230,425
1230,18908
1230,35557
1230,49324
1230,61192
1230,67763
1230,79278
1230,90901
1234,22459
1234,33708
1234,36596
1234,56868
1234,60673
1237,31240
1237,93951
1237,97606
1239,15607
1239,18236
1239,33366
1239,39882
1239,82222
1239,84142
1241,51014
1241,92300
1243,67444
1243,70989
1247,23261
1247,67221
1250,51719
1251,58129
1251,75023
1251,80797
1251,93598
1252,5853
1252,74196
1252,95142
1254,26471
1254,66872
1258,15464
1260,49868
1261,40090
1269,15204
1269,60917
1269,62800
1271,15356
1273,28457
1274,31597
1274,54805
1277,23962
1277,36236
1278,49567
1279,4097
1279,83005
1281,5392
1281,42520
1281,62867
1281,72228
1281,72730
1281,74228
1281,74323
1282,51748
1285,8822
1285,21646
1285,25076
1285,48138
1285,61985
1287,19877
1293,19950
1293,87010
1295,14228
1295,96704
1295,97754
1298,75062
1299,4473
1299,11656
1299,50582
1299,53255
1307,23077
1309,5370
1309,13408
1309,33722
1309,38697
1309,50574
1309,70553
1311,52422
1312,498
1314,32994
1319,12643
1319,68705
1320,487
1320,13967
1320,39812
1320,83144
1320,88866
1321,22470
1332,50993
1332,58007
1333,76807
1333,95751
1335,15119
1335,19415
1335,29790
1335,46374
1335,96902
1335,98838
1336,62516
1339,786
1339,1427
1339,8424
1339,37218
1339,84578
1341,17972
1342,75113
1342,90823
1346,89544
1347,14610
1347,26300
1347,26423
1347,46143
1347,50934
1347,60030
1347,71312
1347,78884
1347,82903
1347,88331
1347,98333
1347,99944
1349,1347
1349,2135
1349,5496
1349,14610
1349,17616
1349,22526
1349,29640
1349,33554
1349,39723
1349,47675
1349,50934
1349,52298
1349,53381
1349,58236
1349,79329
1349,82987
1349,84499
1349,89122
1351,49813
1351,85888
1351,87889
1355,8659
1355,30682
1355,47199
1355,63808
1355,66605
1355,76004
1355,80047
1355,84747
1355,84862
1357,2344
1357,4723
1357,8578
1357,33541
1357,53272
1357,54735
1357,59895
1357,66644
1357,77823
1357,92937
1357,94371
1358,28079
1360,35551
1360,85682
1361,2196
1361,11059
1361,19499
1361,23092
1361,44119
1361,67610
1361,82005
1361,89078
1361,90482
1361,98256
1364,88250
1365,27459
1365,66291
1365,82160
1368,17890
1368,32476
1370,45804
1374,77994
1374,91031
1376,77839
1380,6905
1382,4035
1382,18381
1382,42802
1382,97553
1392,38858
1392,45784
1392,50287
1395,23302
1395,79523
1398,38672
1400,68162
1401,24057
1407,67133
1408,6383
1408,11272
1408,36402
1408,37547
1408,43076
1408,44011
1408,46012
1408,46609
1408,75021
1409,37458
1409,62779
1409,80767
1412,40170
1414,18703
1414,66265
1415,29574
1416,48512
1416,50428
1416,54211
1416,56992
1416,59957
1416,61281
1418,33103
1419,24595
1422,3812
1422,4211
1422,6516
1422,29633
1422,46268
1422,49827
1422,52906
1422,66341
1422,70630
1422,74588
1422,98743
1423,3667
1424,49857
1427,786
1427,20563
1427,37218
1429,42999
1429,68029
1431,86902
1433,41863
1435,6447
1435,24856
1435,44908
1435,73682
1435,80394
1435,90505
1435,92937
1435,95279
1435,96468
1438,28638
1440,20844
1440,70551
1442,38742
1442,85711
1443,64615
1446,65060
1446,75937
1448,169
1448,9668
1448,31489
1448,38555
1448,45058
1451,7617
1451,11512
1451,11553
1451,59892
1453,6883
1453,9130
1453,17411
1453,21106
1453,25435
1453,25444
1453,25755
1453,29141
1453,31254
1453,36137
1453,52997
1453,54168
1453,61501
1453,67997
1453,70060
1453,73980
1453,74097
1453,75045
1453,77627
1453,79866
1453,80604
1453,84936
1453,86994
1453,87183
1453,95003
1454,52695
1454,80898
1455,57841
1457,71605
1463,2594
1463,30772
1463,65508
1464,81904
1469,60349
1475,19098
1475,62742
1475,72429
1475,74820
1476,22635
1476,67362
1483,14899
1489,11539
1489,16657
1489,25311
1489,41423
1489,61382
1489,67717
1489,74475
1489,98546
1491,23158
1491,27008
1491,34526
1497,42226
1499,32588
1499,64419
1499,94631
1507,17319
1507,19139
1507,24040
1507,26195
1507,44535
1507,49717
1507,64170
1507,83790
1507,93186
1515,32910
1515,82867
1515,96950
1517,49296
1517,72834
1517,88125
1519,3792
1519,27089
1521,55348
1530,47753
1530,50382
1532,31837
1532,54047
1532,86619
1538,48979
1542,11294
1542,36884
1542,87052
1546,64478
1546,66680
1546,82055
1551,32406
1551,40400
1551,42033
1551,63290
1551,90230
1555,21497
1555,62122
1557,911
1557,29271
1560,90123
1561,14106
1561,31526
1562,26264
1563,52797
1566,53846
1571,10765
1571,30363
1571,54968
1571,69223
1571,82916
1571,86313
1572,83217
1574,17631
1575,4371
1575,56539
1576,2751
1576,21243
1579,41362
1579,95653
1580,170
1581,10387
1581,50035
1583,15830
1586,22070
1586,47156
1586,61469
1586,62803
1587,48806
1590,12249
1591,21521
1592,32847
1592,79630
1592,93496
1592,95448
1593,93483
1596,12377
1596,24932
1599,3254
1599,30877
1599,43881
1599,45167
1599,53390
1599,54901
1599,60806
1599,65985
1599,89755
1605,34324
1605,98865
1607,19803
1607,21042
1607,51083
1607,79196
1607,94853
1608,69647
1609,234
1609,13760
1609,29815
1609,34839
1609,36860
1609,36903
1609,39057
1609,48663
1609,49846
1609,55236
1609,63551
1609,79194
1609,81033
1609,86671
1611,55485
1612,81287
1619,27532
1621,1125
1621,98935
1622,46700
1624,2967
1624,23763
1624,36761
1624,45514
1624,74766
1625,9741
1625,13258
1625,79600
1627,6385
1627,22616
1627,32571
1627,81207
1627,84098
1629,39694
1632,18620
1634,39853
1635,27395
1635,41908
1636,15962
1636,61510
1636,70967
1638,18849
1638,91359
1638,99883
1639,1245
1639,42850
1645,49128
1645,66440
1645,98523
1646,47009
1649,69828
1651,11283
1651,20189
1651,71257
1652,74387
1652,79946
1653,84083
1657,43070
1657,57119
1657,81069
1658,16554
1659,1645
1661,87400
1662,35552
1662,48313
1665,37093
1665,57738
1669,14205
1670,315
1670,15856
1670,41988
1670,48765
1670,68291
1670,69923
1670,73919
1670,76240
1670,78844
1670,83235
1670,84936
1670,86059
1670,98176
1675,5415
1675,90827
1675,93477
1676,28085
1676,42314
1676,44423
1679,23146
1681,29860
1681,74418
1682,345
1682,24321
1682,27580
1682,29077
1682,33622
1682,49121
1682,96728
1685,3092
1687,9957
1687,61382
1687,69017
1687,69382
1687,78517
1688,98013
1689,35427
1690,20648
1690,47748
1691,90180
1691,97636
1694,36774
1696,86524
1698,39432
1702,11197
1702,25149
1702,50483
1702,54637
1702,68705
1702,81667
1702,90050
1702,95123
1706,656
1707,10862
1708,55551
1708,85932
1713,9139
1713,26122
1713,50499
1713,84875
1713,88334
1716,51878
1719,1245
1720,46126
1720,87639
1722,7426
1722,64607
1723,92035
1725,1299
1725,10905
1725,17398
1725,48680
1725,80471
1726,22116
1726,29255
1728,64365
1728,70283
1728,82675
1730,97265
1730,99655
1733,4995
1733,6661
1733,48202
1733,59656
1733,64773
1733,86056
1737,8786
1737,39824
1737,48991
1737,70160
1737,71038
1737,91343
1739,56097
1739,97538
1744,17051
1744,47061
1746,16065
1746,51733
1748,36449
1749,95208
1753,20596
1753,44324
1754,21480
1756,20137
1756,23580
1756,30054
1756,46546
1756,59204
1756,59981
1756,66149
1756,92670
1756,94678
1761,1941
1761,10620
1761,36539
1761,66963
1761,78195
1764,22905
1766,85951
1770,9083
1775,9736
1777,80855
1778,48928
1781,8021
1783,6141
1783,55480
1787,17977
1790,10066
1790,36092
1790,73954
1791,91640
1793,38100
1794,12553
1794,21502
1794,38051
1794,41052
1794,89594
1796,4510
1798,49302
1799,69872
1804,1510
1804,4246
1804,25505
1804,43981
1806,18955
1806,46606
1807,27653
1808,41864
1808,50454
1814,23352
1814,48446
1814,64820
1816,155
1816,469
1816,730
1816,780
1816,1733
1816,2318
1816,2652
1816,2823
1816,2888
1816,2911
1816,3165
1816,3805
1816,4158
1816,4641
1816,4886
1816,4911
1816,4987
1816,5097
1816,5780
1816,5840
1816,6140
1816,6343
1816,6411
1816,6944
1816,7145
1816,7172
1816,8053
1816,8806
1816,8899
1816,8905
1816,9073
1816,9179
1816,9297
1816,9353
1816,9621
1816,9698
1816,9786
1816,10104
1816,10439
1816,10448
1816,10463
1816,10620
1816,10861
1816,11443
1816,11815
1816,11850
1816,12963
1816,13096
1816,13289
1816,13688
1816,13720
1816,14130
1816,14527
1816,14702
1816,15157
1816,15835
1816,16000
1816,16114
1816,16203
1816,16600
1816,16990
1816,17045
1816,17371
1816,17794
1816,17882
1816,17973
1816,18068
1816,18160
1816,18491
1816,18745
1816,18881
1816,18891
1816,19002
1816,19070
1816,19502
1816,19520
1816,19654
1816,19831
1816,19921
1816,20302
1816,21032
1816,21184
1816,21467
1816,21608
1816,21905
1816,21963
1816,21999
1816,22242
1816,22320
1816,22399
1816,23370
1816,23642
1816,23770
1816,23830
1816,23929
1816,24436
1816,24619
1816,24683
1816,24686
1816,24712
1816,24779
1816,25161
1816,25217
1816,25219
1816,25307
1816,25954
1816,26838
1816,26870
1816,27047
1816,27260
1816,27272
1816,27416
1816,27516
1816,27852
1816,27862
1816,27914
1816,28288
1816,28622
1816,28683
1816,29209
1816,29238
1816,29638
1816,29821
1816,30070
1816,30251
1816,30573
1816,30643
1816,31166
1816,31639
1816,32219
1816,32768
1816,32785
1816,32835
1816,33405
1816,33464
1816,33679
1816,33753
1816,33756
1816,33757
1816,33760
1816,33847
1816,33862
1816,34102
1816,34152
1816,34425
1816,34711
1816,34775
1816,34811
1816,35040
1816,35288
1816,35396
1816,35567
1816,35707
1816,35794
1816,35826
1816,35983
1816,36155
1816,36579
1816,37138
1816,37141
1816,37258
1816,37326
1816,37351
1816,37394
1816,37967
1816,37971
1816,38002
1816,38791
1816,38990
1816,39085
1816,39175
1816,39512
1816,39813
1816,39843
1816,40036
1816,40102
1816,40355
1816,40477
1816,41129
1816,41313
1816,41599
1816,41824
1816,41965
1816,42144
1816,42217
1816,42270
1816,42554
1816,42584
1816,42639
1816,43056
1816,43128
1816,43410
1816,44344
1816,44583
1816,44706
1816,45216
1816,45391
1816,45417
1816,45859
1816,45928
1816,46173
1816,46424
1816,46630
1816,46792
1816,47111
1816,47124
1816,47223
1816,47643
1816,47769
1816,47936
1816,48024
1816,48128
1816,48485
1816,48664
1816,48988
1816,49062
1816,49438
1816,49569
1816,49885
1816,50261
1816,50700
1816,50778
1816,51459
1816,51875
1816,52144
1816,52160
1816,52181
1816,52565
1816,52923
1816,53130
1816,53291
1816,53837
1816,54194
1816,54223
1816,54225
1816,54459
1816,55243
1816,55632
1816,55715
1816,56290
1816,56735
1816,56769
1816,56784
1816,57236
1816,57540
1816,57631
1816,57686
1816,58023
1816,58281
1816,58677
1816,58764
1816,59086
1816,59589
1816,59921
1816,60847
1816,60990
1816,61005
1816,61052
1816,61176
1816,61192
1816,61363
1816,61714
1816,61788
1816,61809
1816,62006
1816,62194
1816,62759
1816,62985
1816,63310
1816,63472
1816,63671
1816,64111
1816,64216
1816,64544
1816,64880
1816,64999
1816,65299
1816,65541
1816,65546
1816,65579
1816,65786
1816,66091
1816,66607
1816,66705
1816,66937
1816,66958
1816,67099
1816,67191
1816,67469
1816,67541
1816,67662
1816,68093
1816,68539
1816,68607
1816,68710
1816,68892
1816,69338
1816,69681
1816,70195
1816,70750
1816,71551
1816,71897
1816,72148
1816,72239
1816,72447
1816,72716
1816,72903
1816,73410
1816,73538
1816,73817
1816,74059
1816,74068
1816,74147
1816,74744
1816,74764
1816,75008
1816,75047
1816,75259
1816,75335
1816,75610
1816,75685
1816,76002
1816,76450
1816,76549
1816,76954
1816,76955
1816,77380
1816,77530
1816,77644
1816,77715
1816,77769
1816,77947
1816,78150
1816,78382
1816,78532
1816,78719
1816,79747
1816,79749
1816,79844
1816,80337
1816,80522
1816,80956
1816,81070
1816,81307
1816,81425
1816,81471
1816,81872
1816,81963
1816,82074
1816,82204
1816,82365
1816,82562
1816,82589
1816,82665
1816,82761
1816,82791
1816,83001
1816,83063
1816,83064
1816,83183
1816,83225
1816,83268
1816,83608
1816,83772
1816,83848
1816,84450
1816,84473
1816,85464
1816,86019
1816,86451
1816,86465
1816,86697
1816,86984
1816,88290
1816,88486
1816,88675
1816,88911
1816,88992
1816,89429
1816,89694
1816,90114
1816,90150
1816,90500
1816,90560
1816,90870
1816,90909
1816,91087
1816,91698
1816,91767
1816,91790
1816,92383
1816,92400
1816,92716
1816,92773
1816,93220
1816,93249
1816,93262
1816,93401
1816,93414
1816,93548
1816,93655
1816,93671
1816,94022
1816,94040
1816,94218
1816,94458
1816,94670
1816,94938
1816,95203
1816,95311
1816,95368
1816,95496
1816,95747
1816,95865
1816,95989
1816,96040
1816,96406
1816,96481
1816,96516
1816,97212
1816,97580
1816,97777
1816,97970
1816,97988
1816,98198
1816,98406
1816,98459
1816,98471
1816,98515
1816,98672
1816,98883
1816,99252
1816,99424
1816,99536
1817,15208
1817,25540
1817,88340
1820,93735
1822,59150
1824,78069
1825,33645
1827,97641
1828,3354
1828,45535
1828,49417
1834,87430
1845,7390
1845,31718
1845,85814
1847,3693
1847,45318
1848,41922
1848,47439
1848,73184
1848,78328
1848,80314
1848,87196
1848,90761
1848,97382
1848,98631
1849,8527
1850,59438
1850,90874
1855,91709
